Perturbation_1	Perturbation_2	#overlap	#sample	#True	#Backgroud	#twoPert	#pert1	#pert2	p-value
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	4	122	21	8706	MYC; PROM1; SOX2; KLF4	MYC; PROM1; SOX2	KLF4; MYC; PROM1	8.46322E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	5	152	21	8706	MYC; PROM1; SOX2; BMI1; LGR5	MYC; PROM1; SOX2	BMI1; LGR5; PROM1	1.12145E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	6	168	21	8706	MYC; PROM1; SOX2; CD44; KLF4; LGR5	MYC; PROM1; SOX2	CD44; KLF4; LGR5	8.14371E-08
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	5	194	21	8706	MYC; PROM1; SOX2; EPAS1; KLF4	MYC; PROM1; SOX2	EPAS1; KLF4; MYC; PROM1	4.65289E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	5	174	21	8706	MYC; PROM1; SOX2; EZH2; KLF4	MYC; PROM1; SOX2	EZH2; KLF4; MYC	2.47328E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	5	150	21	8706	MYC; PROM1; SOX2; CD34; KLF4	MYC; PROM1; SOX2	CD34; KLF4; MYC; PROM1	1.03747E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	5	223	21	8706	MYC; PROM1; SOX2; EZH2; KLF4	MYC; PROM1; SOX2	EZH2; KLF4; MYC	1.03825E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	6	151	21	8706	MYC; PROM1; SOX2; CD44; LGR5; NES	MYC; PROM1; SOX2	CD44; LGR5; NES	3.89712E-08
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	4	158	21	8706	MYC; PROM1; SOX2; NES	MYC; PROM1; SOX2	MYC; NES; PROM1	2.97279E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	6	133	21	8706	MYC; PROM1; SOX2; ABCG2; KLF4; NES	MYC; PROM1; SOX2	ABCG2; KLF4; MYC; NES	1.61275E-08
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	5	171	21	8706	MYC; PROM1; SOX2; EZH2; NES	MYC; PROM1; SOX2	EZH2; MYC; NES	2.23477E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_A673_6.0_h_0.08_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	179	21	8706	MYC; PROM1; SOX2; CD44; EZH2	MYC; PROM1; SOX2	CD44; EZH2; PROM1	2.91685E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A13122391_16-HYDROXYTRIPTOLIDE_HCT116_6.0_h_0.08_um	4	198	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	8.74923E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	4	247	21	8706	EZH2; MYC; PROM1; BMI1	EZH2; MYC; PROM1	BMI1; MYC; PROM1	0.000247475
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A29901043_KIN001-127_HCC515_24_h_10_um	5	224	21	8706	EZH2; MYC; PROM1; KLF4; NES	EZH2; MYC; PROM1	EZH2; KLF4; NES	1.06522E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	3	175	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.00072246
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A31107743_89671_A375_24.0_h_0.09_um	5	289	21	8706	EZH2; MYC; PROM1; SOX2; TWIST1	EZH2; MYC; PROM1	EZH2; SOX2; TWIST1	4.52383E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A34806832_Proscillaridin A_HA1E_24.0_h_10.0_um	5	310	21	8706	EZH2; MYC; PROM1; LGR5; NES	EZH2; MYC; PROM1	LGR5; NES; PROM1	6.7E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A48720949_TESTOSTERONE PROPIONATE_VCAP_24.0_h_10.0_um	4	272	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; MYC; NES	0.00038695
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A52530684_DOXORUBICIN_HCC515_24.0_h_10.0_um	4	306	21	8706	EZH2; MYC; PROM1; BMI1	EZH2; MYC; PROM1	BMI1; MYC; PROM1	0.000664096
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A52530684_DOXORUBICIN_HEPG2_6.0_h_10.0_um	3	212	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.00147698
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A52530684_DOXORUBICIN_PC3_24.0_h_10.0_um	3	259	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.003071599
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A57382968_piroxicam_MCF7_24.0_h_10.0_um	4	240	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000216423
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A62326914_paroxetine_VCAP_24.0_h_10.0_um	4	216	21	8706	EZH2; MYC; PROM1; EPAS1	EZH2; MYC; PROM1	EPAS1; EZH2; MYC	0.000132023
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A68009927_daunorubicin_A549_6.0_h_10.0_um	4	302	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC; PROM1	0.000625423
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A68009927_daunorubicin_HA1E_6.0_h_10.0_um	4	229	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000173764
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A68009927_daunorubicin_HCC515_6.0_h_10.0_um	5	236	21	8706	EZH2; MYC; PROM1; KDM5B; KLF4	EZH2; MYC; PROM1	EZH2; KDM5B; KLF4; MYC; PROM1	1.43582E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A68009927_daunorubicin_HEPG2_6.0_h_10.0_um	3	210	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.00142612
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A68009927_daunorubicin_MCF7_6.0_h_10.0_um	4	258	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000303028
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A79465854_auranofin_SNUC4_6.0_h_10.0_um	3	214	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.001529102
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A80017228_bendrofluazide_VCAP_24.0_h_10.0_um	4	221	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000147041
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A85860691_chaetocin_A375_24.0_h_0.08_um	5	346	21	8706	EZH2; MYC; PROM1; CD44; NES	EZH2; MYC; PROM1	CD44; NES; PROM1	0.000123293
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A85860691_chaetocin_HCC515_24.0_h_0.08_um	4	277	21	8706	EZH2; MYC; PROM1; SOX2	EZH2; MYC; PROM1	MYC; PROM1; SOX2	0.000420846
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	4	289	21	8706	EZH2; MYC; PROM1; LGR5	EZH2; MYC; PROM1	LGR5; MYC; PROM1	0.000511404
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K00337317_NU-7441_HCC515_24_h_10_um	4	273	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC	0.000393556
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K02113016_AZD2281 (KU59436)_SNGM_6.0_h_44.4_um	5	202	21	8706	EZH2; MYC; PROM1; BMI1; KLF4	EZH2; MYC; PROM1	BMI1; KLF4; MYC	5.87718E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K03449891_foretinib_HCC515_24_h_10_um	4	211	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000118217
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K04548931_epirubicin_HA1E_6.0_h_10.0_um	4	223	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000153402
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K04548931_epirubicin_MCF7_24.0_h_10.0_um	3	236	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.002190511
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K06765193_(E)-2-(1H-Benzoimidazol-2-yl)-3-(5-nitro-furan-2-yl)-acrylonitrile BRD-K06765193_VCAP_24.0_h_10.0_um	5	137	21	8706	EZH2; MYC; PROM1; CD44; LGR5	EZH2; MYC; PROM1	CD44; LGR5; MYC	6.08067E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K06765193_5663823_HEPG2_6.0_h_10.0_um	5	191	21	8706	EZH2; MYC; PROM1; BMI1; CTNNB1	EZH2; MYC; PROM1	BMI1; CTNNB1; PROM1	4.25135E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K08109215_I-BET_HCC515_24_h_3.33_um	4	198	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC	8.74923E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K08799216_pelitinib_HCC515_24_h_0.37_um	4	223	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000153402
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K08799216_pelitinib_HCC515_24_h_10_um	4	229	21	8706	EZH2; MYC; PROM1; LGR5	EZH2; MYC; PROM1	LGR5; MYC; PROM1	0.000173764
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K09951645_dabrafenib_HCC515_24_h_0.37_um	4	154	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; NES; PROM1	2.62688E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_HA1E_6.0_h_10.0_um	4	289	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000511404
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_HCC515_6.0_h_10.0_um	4	293	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000544649
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_PC3_6.0_h_10.0_um	5	292	21	8706	EZH2; MYC; PROM1; KDM5B; KLF4	EZH2; MYC; PROM1	KDM5B; KLF4; MYC	4.79387E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K12502280_TG101348_HCC515_24.0_h_11.1_um	4	319	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000802353
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K12502280_TG101348_HCT116_6.0_h_11.1_um	5	187	21	8706	EZH2; MYC; PROM1; ABCG2; KLF4	EZH2; MYC; PROM1	ABCG2; KLF4; MYC	3.7604E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K12502280_TG101348_SNUC4_6.0_h_11.1_um	4	200	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	9.17637E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13390322_AT-7519_BT20_3_h_10_um	4	150	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	2.31319E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13390322_AT-7519_HS578T_3_h_0.37_um	4	192	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	7.55945E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13390322_AT-7519_LNCAP_24_h_3.33_um	3	183	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000854409
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13390322_AT-7519_LNCAP_3_h_3.33_um	5	190	21	8706	EZH2; MYC; PROM1; CD44; KLF4	EZH2; MYC; PROM1	CD44; KLF4; MYC; PROM1	4.12397E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13390322_AT-7519_MDAMB231_3_h_1.11_um	5	238	21	8706	EZH2; MYC; PROM1; KDM5B; KLF4	EZH2; MYC; PROM1	KDM5B; KLF4; MYC	1.50668E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13566078_BMS-345541_LNCAP_3_h_10_um	4	142	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	1.77378E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K13662825_dinaciclib_HCC515_24_h_0.12_um	4	205	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; PROM1	0.000103148
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K17110974_aristolochic acid_HT29_6.0_h_10.0_um	4	166	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; MYC; PROM1	3.77048E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K17349619_HLI 373_CL34_6.0_h_10.0_um	4	220	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000143937
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K17349619_HLI 373_HCT116_6.0_h_10.0_um	4	235	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000196141
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K17349619_HLI 373_HT115_6.0_h_10.0_um	4	213	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000123599
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K19540840_saracatinib_HCC515_24_h_10_um	4	235	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; MYC; NES	0.000196141
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K19687926_lapatinib_HCC515_24_h_10_um	4	185	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; MYC; NES	6.33403E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K19735876_NCGC00182353-01_MCF7_24.0_h_10.0_um	5	208	21	8706	EZH2; MYC; PROM1; KLF4; LGR5	EZH2; MYC; PROM1	KLF4; LGR5; PROM1	6.95795E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_10_um	4	216	21	8706	EZH2; MYC; PROM1; NES	EZH2; MYC; PROM1	EZH2; MYC; NES; PROM1	0.000132023
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_3.33_um	5	216	21	8706	EZH2; MYC; PROM1; KLF4; NES	EZH2; MYC; PROM1	EZH2; KLF4; NES	8.64556E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K25433859_maprotilline hcl_MCF7_24.0_h_10.0_um	4	213	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; PROM1	0.000123599
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K26838195_AST1306_HCC515_24_h_0.12_um	5	167	21	8706	EZH2; MYC; PROM1; KLF4; TWIST1	EZH2; MYC; PROM1	EZH2; KLF4; PROM1; TWIST1	1.94634E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K31342827_GF-109203X_AGS_6.0_h_12.12_um	5	203	21	8706	EZH2; MYC; PROM1; BMI1; KLF4	EZH2; MYC; PROM1	BMI1; KLF4; MYC	6.04711E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K31342827_GF-109203X_HA1E_24.0_h_12.12_um	4	248	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; MYC; PROM1	0.000252175
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K31912990_CGP 71683 hydrochloride_HCC515_24.0_h_10.0_um	5	353	21	8706	EZH2; MYC; PROM1; BMI1; CD44	EZH2; MYC; PROM1	BMI1; CD44; EZH2	0.000137691
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K34581968_BMS-536924_HCC515_24.0_h_11.1_um	4	254	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000281828
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K34581968_BMS-536924_PL21_6.0_h_11.1_um	5	173	21	8706	EZH2; MYC; PROM1; KLF4; LGR5	EZH2; MYC; PROM1	KLF4; LGR5; MYC	2.39157E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K36363294_I-BET151_HCC515_24_h_0.37_um	4	180	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	EZH2; KLF4; MYC	5.55754E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K39484304_triptolide_HA1E_6.0_h_10.0_um	4	224	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000156661
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K39484304_triptolide_PC3_24.0_h_10.0_um	4	276	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.000413893
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K39484304_triptolide_PC3_6.0_h_10.0_um	4	278	21	8706	EZH2; MYC; PROM1; KLF4	EZH2; MYC; PROM1	KLF4; MYC; PROM1	0.000427888
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HCC515_24.0_h_10.0_um	4	330	21	8706	EZH2; MYC; PROM1; BMI1	EZH2; MYC; PROM1	BMI1; EZH2; MYC; PROM1	0.00093539
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HCC515_6.0_h_10.0_um	5	250	21	8706	EZH2; MYC; PROM1; KDM5B; KLF4	EZH2; MYC; PROM1	KDM5B; KLF4; MYC	1.99388E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HEPG2_6.0_h_10.0_um	3	236	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.002190511
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_PC3_6.0_h_10.0_um	5	289	21	8706	EZH2; MYC; PROM1; CD44; KLF4	EZH2; MYC; PROM1	CD44; KLF4; MYC; PROM1	4.52383E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K49371609_528116.cdx_HA1E_6.0_h_0.09_um	4	314	21	8706	EZH2; MYC; PROM1; KDM5B	EZH2; MYC; PROM1	KDM5B; MYC; PROM1	0.000746835
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	5	183	21	8706	EZH2; MYC; PROM1; BMI1; TWIST1	EZH2; MYC; PROM1	BMI1; PROM1; TWIST1	3.31676E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	5	151	21	8706	EZH2; MYC; PROM1; CD44; TWIST1	EZH2; MYC; PROM1	CD44; PROM1; TWIST1	1.07879E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	5	189	21	8706	EZH2; MYC; PROM1; CD44; LGR5	EZH2; MYC; PROM1	CD44; LGR5; MYC	3.99972E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	5	276	21	8706	EZH2; MYC; PROM1; CD44; NOTCH1	EZH2; MYC; PROM1	CD44; NOTCH1; PROM1	3.49146E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	5	249	21	8706	EZH2; MYC; PROM1; CD44; KLF4	EZH2; MYC; PROM1	CD44; KLF4; PROM1	1.94895E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	201	21	8706	EZH2; MYC; PROM1; ABCG2; CD34; LGR5	EZH2; MYC; PROM1	ABCG2; CD34; LGR5	2.78405E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	4	176	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; MYC; PROM1	4.9913E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	4	183	21	8706	EZH2; MYC; PROM1; LGR5	EZH2; MYC; PROM1	LGR5; MYC; PROM1	6.01396E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	4	294	21	8706	EZH2; MYC; PROM1; CD44	EZH2; MYC; PROM1	CD44; EZH2; MYC	0.00055321
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	5	390	21	8706	EZH2; MYC; PROM1; CD44; LGR5	EZH2; MYC; PROM1	CD44; EZH2; LGR5; MYC	0.000237713
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	179	21	8706	EZH2; MYC; PROM1; ABCG2; NES; SOX2	EZH2; MYC; PROM1	ABCG2; NES; PROM1; SOX2	1.25959E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	5	212	21	8706	EZH2; MYC; PROM1; KLF4; LGR5	EZH2; MYC; PROM1	KLF4; LGR5; MYC; PROM1	7.76448E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	3	185	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000889895
BRD-A13122391_16-HYDROXYTRIPTOLIDE_AGS_6.0_h_0.08_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	3	181	21	8706	EZH2; MYC; PROM1	EZH2; MYC; PROM1	EZH2; MYC; PROM1	0.000819939
